restaurant,food,price,taste,location,portion_size,dish_category
Papa’s Pizza,Small Americano,88.8,5.6,Accra,N/A,Papa's Lovers
Papa’s Pizza,Medium Americano,118.8,7.2,Accra,N/A,Papa's Lovers
Papa’s Pizza,Large Americano,184.8,7.8,Accra,N/A,Papa's Lovers
Papa’s Pizza,XL Americano,264.8,8.2,Accra,N/A,Papa's Lovers
Papa’s Pizza,Jumbo Americano,300.0,8.9,Accra,N/A,Papa's Lovers
Papa’s Pizza,Small BBQ Lovers,100.8,6.4,Accra,N/A,Papa's Lovers
Papa’s Pizza,Small Margherita (No Pork),76.8,5.9,Accra,N/A,Papa's Youngster
Papa’s Pizza,Small Papa No (No Pork),96.0,6.2,Accra,N/A,Big Bosses
Papa’s Pizza,Small Falaa Freestyler,120.0,7.8,Accra,N/A,Your Own Masterpiece
Papa’s Pizza,Vegetable Rice and Beef Sauce (Small),178.8,8.3,Accra,N/A,Rice Dishes
Papa’s Pizza,Vegetable Rice Only (Small),66.0,4.4,Accra,N/A,Portion
Papa’s Pizza,Vegetable Rice and Beef Sauce (Big),226.8,7.9,Accra,N/A,Rice Dishes
Papa’s Pizza,Vegetable Rice and Chicken Sauce (Small),154.8,6.8,Accra,N/A,Rice Dishes
Papa’s Pizza,Chicken Sauce,106.8,6.4,Accra,N/A,Rice Dishes
Papa’s Pizza,Vegetable Rice and Chicken Sauce (Big),202.8,7.2,Accra,N/A,Rice Dishes
Papa’s Pizza,Chicken Thigh,98.4,8.6,Accra,N/A,Sides
Papa’s Pizza,Beef Sauce,130.8,6.9,Accra,N/A,Rice Dishes
Papa’s Pizza,Vegetable Rice Only (Big),102.0,5.6,Accra,N/A,Portion
Faridish,Assorted Jollof Rice,60.0,6.4,Accra,N/A,Mains
Faridish,Assorted Fried Rice,60.0,5.3,Accra,N/A,Mains
Faridish,Fried Rice,60.0,4.9,Accra,N/A,Mains
Faridish,Plain rice,60.0,3.8,Accra,N/A,Mains
Faridish,Jollof Rice,60.0,6.7,Accra,N/A,Mains
Faridish,Waakye,10.0,8.1,Accra,N/A,Mains
Dowu’s Kitchen,Frozen Spring Rolls,100.0,7.2,Accra,N/A,Snacks & Starters
Dowu’s Kitchen,Fried Samosa (5 pieces),40.0,5.8,Accra,N/A,Snacks & Starters
Dowu’s Kitchen,Fried Spring Rolls (5 pieces),40.0,6.0,Accra,N/A,Snacks & Starters
Dowu’s Kitchen,Boiled Yam with Egg Stew,90.0,7.5,Accra,N/A,Yam & Plantain Dishes
Dowu’s Kitchen,Boiled Yam with Garden Egg Stew,90.0,5.4,Accra,N/A,Yam & Plantain Dishes
Dowu’s Kitchen,Boiled Plantain with Palava Sauce,90.0,6.9,Accra,N/A,Yam & Plantain Dishes
Dowu’s Kitchen,Boiled Yam with Palava Sauce,90.0,6.7,Accra,N/A,Yam & Plantain Dishes
Dowu’s Kitchen,Waakye with Protein & Salad,50.0,7.8,Accra,N/A,Traditional Ghanaian Dishes
Dowu’s Kitchen,Fufu with Assorted Light Soup,150.0,9.0,Accra,N/A,Traditional Ghanaian Dishes
Dowu’s Kitchen,Banku with Assorted Okro Stew,150.0,8.7,Accra,N/A,Traditional Ghanaian Dishes
Dowu’s Kitchen,Banku with Grilled Tilapia,150.0,9.3,Accra,N/A,Traditional Ghanaian Dishes
Dowu’s Kitchen,Banku with Okro Stew,120.0,7.1,Accra,N/A,Traditional Ghanaian Dishes
Dowu’s Kitchen,Abunabun Soup with Fufu,150.0,8.5,Accra,N/A,Traditional Ghanaian Dishes
Dowu’s Kitchen,Kokonte with Groundnut Soup,80.0,6.2,Accra,N/A,Traditional Ghanaian Dishes
Dowu’s Kitchen,Omotuo with Groundnut Soup,90.0,7.6,Accra,N/A,Traditional Ghanaian Dishes
Dowu’s Kitchen,Assorted Jollof Rice with Grilled Tilapia & Ripe Plantain,170.0,9.1,Accra,N/A,Rice Dishes
Dowu’s Kitchen,Assorted Fried Rice,90.0,6.0,Accra,N/A,Rice Dishes
Dowu’s Kitchen,Assorted Jollof Rice,90.0,6.3,Accra,N/A,Rice Dishes
Dowu’s Kitchen,Plain Rice with Snail Gravy,130.0,8.9,Accra,N/A,Rice Dishes
Dowu’s Kitchen,Shrimp Fried Rice,130.0,7.8,Accra,N/A,Rice Dishes
Dowu’s Kitchen,Plain Rice with Spinach/Palava Sauce,85.0,5.0,Accra,N/A,Rice Dishes
Dowu’s Kitchen,Plain Rice with Vegetable Stew,85.0,5.9,Accra,N/A,Rice Dishes
Dowu’s Kitchen,Jollof Rice with Chicken,85.0,7.2,Accra,N/A,Rice Dishes
Dowu’s Kitchen,Fried Rice with Chicken,85.0,6.8,Accra,N/A,Rice Dishes
Hotdog Avenue,Onion Rings,48.0,5.6,Accra,N/A,Sides
Hotdog Avenue,Spicy Dog,135.0,8.3,Accra,N/A,Hotdog Menu
Hotdog Avenue,Kids Burger,95.0,6.4,Accra,N/A,Kids Menu
Hotdog Avenue,Bacon Cheese Burger,163.0,8.8,Accra,N/A,Burger Menu
Hotdog Avenue,Family Feast,770.0,9.5,Accra,N/A,Combo Deals
Hotdog Avenue,"Coke, Fanta or Spirte",21.0,6.9,Accra,N/A,Drinks Menu
Hotdog Avenue,Spicy Chicken Wings,100.0,7.7,Accra,N/A,Sides
Hotdog Avenue,Veggie Dog,144.0,5.9,Accra,N/A,Hotdog Menu
Hotdog Avenue,Chicken Burger,150.0,7.8,Accra,N/A,Burger Menu
Hotdog Avenue,Bacon Feast,196.0,8.0,Accra,N/A,Combo Deals
Hotdog Avenue,Malta Guinness,21.0,6.0,Accra,N/A,Drinks Menu
Hotdog Avenue,Bacon Slaw Dog,132.0,7.5,Accra,N/A,Hotdog Menu
Hotdog Avenue,Spicy Kick,183.0,8.6,Accra,N/A,Combo Deals
Hotdog Avenue,Sobolo-Big Bottle,25.0,7.2,Accra,N/A,Drinks Menu
Hotdog Avenue,Honey glazed Wings,108.0,8.1,Accra,N/A,Sides
Hotdog Avenue,Mozzarella Cheese Sticks,69.0,6.7,Accra,N/A,Sides
Hotdog Avenue,Milkshakes,82.0,7.9,Accra,N/A,Drinks Menu
Hotdog Avenue,Beef Dog,150.0,7.2,Accra,N/A,Hotdog Menu
Hotdog Avenue,Classic Combo,170.0,8.4,Accra,N/A,Combo Deals
Hotdog Avenue,Lemon Pepper wings,108.0,7.1,Accra,N/A,Sides
Hotdog Avenue,Cheesy Bacon Dog,157.0,8.1,Accra,N/A,Hotdog Menu
Hotdog Avenue,Flaming Loaded fries,175.0,6.2,Accra,N/A,Sides
Hotdog Avenue,The Baconizer,157.0,8.3,Accra,N/A,Hotdog Menu
Hotdog Avenue,Fries,54.0,4.8,Accra,N/A,Sides
Hotdog Avenue,Fully Loaded,216.0,8.9,Accra,N/A,Hotdog Menu
Hotdog Avenue,Loaded Fries,125.0,6.5,Accra,N/A,Sides
Hotdog Avenue,Mini Hotdog,82.0,6.1,Accra,N/A,Kids Menu
Hotdog Avenue,Ultra Loaded Fries,232.0,7.0,Accra,N/A,Sides
Hotdog Avenue,Classic Dog,100.0,7.6,Accra,N/A,Hotdog Menu
Hotdog Avenue,Ultimate Feast,878.0,9.6,Accra,N/A,Combo Deals
Hotdog Avenue,Hamburger,135.0,7.7,Accra,N/A,Burger Menu
Hotdog Avenue,Water-Small,6.0,9.3,Accra,N/A,Drinks Menu
Floka Eatery,Floka Standard,55.0,6.4,Accra,N/A,Mains
Floka Eatery,Floka Executive Pack,65.0,7.2,Accra,N/A,Mains
Floka Eatery,Fried Tilapia with Banku,60.0,8.8,Accra,N/A,Mains
Floka Eatery,Tilapia Only,45.0,7.0,Accra,N/A,Mains
Floka Eatery,smoky salmon ,30.0,5.9,Accra,N/A,Mains
Cups and Cones,milkshake,120.0,8.6,Accra,N/A,drinks
Cups and Cones,cone,15.0,4.8,Accra,N/A,extra
Cups and Cones,waffle,40.0,6.5,Accra,N/A,extra
Cups and Cones,water,5.0,9.7,Accra,N/A,drinks
Cups and Cones,cake slice,40.0,7.2,Accra,N/A,pastery
Cups and Cones,Alpen Caramel,35.0,7.8,Accra,N/A,ice cream
Cups and Cones,Chocolate,35.0,8.9,Accra,N/A,ice cream
Cups and Cones,Coffee,35.0,6.8,Accra,N/A,ice cream
Cups and Cones,Oreo,35.0,9.1,Accra,N/A,ice cream
Cups and Cones,Black chocolate,35.0,7.5,Accra,N/A,ice cream
Cups and Cones,Mint,35.0,5.9,Accra,N/A,ice cream
Cups and Cones,Cheese cake,35.0,8.3,Accra,N/A,ice cream
Cups and Cones,Vanilla,35.0,8.0,Accra,N/A,ice cream
Cups and Cones,Bubblegum,35.0,4.3,Accra,N/A,ice cream
Cups and Cones,Pistachio,35.0,7.4,Accra,N/A,ice cream
Cups and Cones,Biscotto cookie,35.0,6.2,Accra,N/A,ice cream
Cups and Cones,Coconut,35.0,7.1,Accra,N/A,ice cream
Cups and Cones,Passion,35.0,8.8,Accra,N/A,ice cream
Cups and Cones,Mango,35.0,7.9,Accra,N/A,ice cream
Cups and Cones,white chocolate,35.0,6.6,Accra,N/A,ice cream
Cups and Cones,Peanut,35.0,5.7,Accra,N/A,ice cream
Pinkberry,Regular Yoghurt ,66.0,8.2,Accra,N/A,Yoghurt
Pinkberry,Regular Yoghurt with toppings ,71.5,9.0,Accra,N/A,Yoghurt
Pinkberry,Large Yoghurt ,77.0,7.6,Accra,N/A,Yoghurt
Pinkberry,Large Yoghurt with toppings ,82.5,9.2,Accra,N/A,Yoghurt
Pinkberry,Strawberry banana,71.5,8.4,Accra,N/A,Smoothies
Pinkberry,Original Bubble Waffle,60.5,7.1,Accra,N/A,Bubble Waffles
Jollof Express by Yes Chef,1 x Pack of Jollof with Grilled Chicken,71.5,6.9,Accra,N/A,Jollof and Grilled Chicken Packages
Jollof Express by Yes Chef,2 x Packs of Jollof with Grilled Chicken,110.5,7.3,Accra,N/A,Jollof and Grilled Chicken Packages
Jollof Express by Yes Chef,5 x Packs of Jollof with Grilled Chicken,312.0,8.0,Accra,N/A,Jollof and Grilled Chicken Packages
Jollof Express by Yes Chef,Coke,10.0,6.4,Accra,N/A,Drinks/Water
Jollof Express by Yes Chef, Bottle Water,5.0,9.5,Accra,N/A,Drinks/Water
Yendidi,"Attieke, tilapia, plantain",120.0,8.5,Accra,N/A,Main
Yendidi,Jollof with half grilled tilapia,100.0,7.7,Accra,N/A,Main
Yendidi,Plantain,35.0,6.1,Accra,N/A,Extra
Yendidi,Tilapia,45.0,8.0,Accra,N/A,Extra
Yendidi,Banku,8.0,5.2,Accra,N/A,Extra
Yendidi,Grilled Chicken,30.0,7.3,Accra,N/A,Extra
Fasee Pork Joint,Beef Sauce,90.0,6.6,Accra,N/A,Main meals
Fasee Pork Joint,Jasmine Rice with Chicken Vegetable Stew,90.0,7.4,Accra,N/A,Main meals
Fasee Pork Joint,Banku with grilled Tilapia,195.0,9.0,Accra,N/A,Main meals
Fasee Pork Joint,Pork and yam chips,78.0,8.2,Accra,N/A,Main meals
Delibeli Restaurant and Bar,Chicken Kofta Curry,138.0,7.4,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Steam Rice,88.0,4.6,Accra,N/A,Biryani
Delibeli Restaurant and Bar,Jeera Rice,89.0,5.9,Accra,N/A,Biryani
Delibeli Restaurant and Bar,Malai Chicken,140.0,8.1,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Matar Carrot Pulao,95.0,4.2,Accra,N/A,Biryani
Delibeli Restaurant and Bar,Tawa Chicken,138.0,7.5,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Tomato Soup,85.0,5.1,Accra,N/A,Chef Special Soup
Delibeli Restaurant and Bar,Bengali Egg Curry,138.0,7.3,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Coconut Rice,95.0,5.8,Accra,N/A,Biryani
Delibeli Restaurant and Bar,Desi Chicken Korma,140.0,8.4,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Ghee Rice,95.0,6.0,Accra,N/A,Biryani
Delibeli Restaurant and Bar,Assorted Biryani,220.0,8.5,Accra,N/A,Biryani
Delibeli Restaurant and Bar,Tawa Chicken Masala,138.0,7.2,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Egg Biryani,135.0,6.7,Accra,N/A,Biryani
Delibeli Restaurant and Bar,Chicken Do Pyaza,138.0,7.9,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Mutton Biryani,200.0,8.8,Accra,N/A,Biryani
Delibeli Restaurant and Bar,Chicken Bhuna Masala,138.0,7.6,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Prawns Biryani,225.0,9.0,Accra,N/A,Biryani
Delibeli Restaurant and Bar,"Chicken Tikka,Malai Chicken, Mutton Kebab,Chicken Kebab,Fish Kebab",460.0,9.3,Accra,N/A,Deli Beli Mix Tandoori Platter
Delibeli Restaurant and Bar,Chicken Curry,140.0,7.5,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Fish Biryani,180.0,8.2,Accra,N/A,Biryani
Delibeli Restaurant and Bar,Grouper Tawa King Masala,140.0,6.9,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Afghani Chicken Masala,145.0,8.1,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Fanta,34.0,6.4,Accra,N/A,Soft Drinks
Delibeli Restaurant and Bar,Chicken Biryani,145.0,8.6,Accra,N/A,Biryani
Delibeli Restaurant and Bar,Veg Biryani,135.0,5.8,Accra,N/A,Biryani
Delibeli Restaurant and Bar,Chicken Tikka Masala,140.0,8.9,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Punjabi Chicken Masala,138.0,8.2,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Kebab Curry,139.0,7.0,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Chicken Korma,140.0,7.9,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Chicken Kolhapuri,145.0,8.1,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Butter Chicken,140.0,9.1,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Kadai Chicken,140.0,7.4,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Matar Pulao,95.0,5.1,Accra,N/A,Biryani
Delibeli Restaurant and Bar,Chicken Vindaloo,138.0,7.7,Accra,N/A,Non Vegeterian Main Course
Delibeli Restaurant and Bar,Pindi Chana Masala,125.0,5.6,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Paneer Bhurji,127.0,7.1,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Punjabi Kadhi Pakora,132.0,6.3,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Punjabi Mutton Curry,165.0,8.4,Accra,N/A,Mutton Special
Delibeli Restaurant and Bar,Tandoori Garlic Chicken Tikka,200.0,8.6,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,Half Tandoori Chicken,140.0,7.2,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,Lamb Fried Rice,220.0,7.5,Accra,N/A,Deli Beli Special Fried Rice
Delibeli Restaurant and Bar,Hallow Butter Naan,40.0,5.5,Accra,N/A,Tandoori ( Naan)
Delibeli Restaurant and Bar,Aloo Puri & Tea,117.0,6.8,Accra,N/A,Weekend Menu
Delibeli Restaurant and Bar,Cheese Garlic Butter Naan,45.0,7.1,Accra,N/A,Tandoori ( Naan)
Delibeli Restaurant and Bar,Missi Roti,39.0,4.3,Accra,N/A,Tandoori ( Naan)
Delibeli Restaurant and Bar,Sambhar Vada,120.0,6.5,Accra,N/A,Weekend Menu
Delibeli Restaurant and Bar,Thump Up,53.0,5.7,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,Fresh Lime Soda Sweet,45.0,7.3,Accra,N/A,Cocktails
Delibeli Restaurant and Bar,Jack Daniels 60ML,60.0,8.4,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,Absolut Vodka 60ML,64.0,8.2,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,Gulab Jamun,80.0,9.0,Accra,N/A,Desserts
Delibeli Restaurant and Bar,Heineken,58.0,7.0,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,Crispy Fish Kathi Roll,145.0,7.7,Accra,N/A,Chef Choice
Delibeli Restaurant and Bar,Brenghali Hangla Egg Roll,135.0,6.8,Accra,N/A,Chef Choice
Delibeli Restaurant and Bar,Veg Kathi Roll,100.0,5.9,Accra,N/A,Chef Choice
Delibeli Restaurant and Bar,Cucumber Salad,40.0,4.7,Accra,N/A,Salad
Delibeli Restaurant and Bar,Aloo Chat,95.0,6.0,Accra,N/A,Vegeterian Chat
Delibeli Restaurant and Bar,Kachori Wale Aloo Ki Sabzi,100.0,5.5,Accra,N/A,Vegeterian Chat
Delibeli Restaurant and Bar,Masala Papad (2)piece,55.0,4.4,Accra,N/A,Vegeterian Chat
Delibeli Restaurant and Bar,Hara Bara Kebab,140.0,6.3,Accra,N/A,Vegeterian Starter
Delibeli Restaurant and Bar,Bhindi Do Pyaza,126.0,5.8,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Chilli Honey Potato,180.0,7.9,Accra,N/A,Chinese Chilli Special
Delibeli Restaurant and Bar,Kashmiri Paneer,135.0,7.4,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Tandoori Chicken Tikka,200.0,8.7,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,Tawa Mutton Liver,165.0,6.8,Accra,N/A,Mutton Special
Delibeli Restaurant and Bar,Tandoori Chicken Malai Tikka,200.0,8.5,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,Chloe Bachure & Drink,151.0,6.2,Accra,N/A,Weekend Menu
Delibeli Restaurant and Bar,Vada Pav & Tea,106.0,5.4,Accra,N/A,Weekend Menu
Delibeli Restaurant and Bar,Chicken Sweet Corn Soup,95.0,6.8,Accra,N/A,Chef Special Soup
Delibeli Restaurant and Bar,Chicken Fried Rice,160.0,7.7,Accra,N/A,Deli Beli Special Fried Rice
Delibeli Restaurant and Bar,Bull Dog 60ML,55.0,7.3,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,Fish Fried Rice,170.0,7.8,Accra,N/A,Deli Beli Special Fried Rice
Delibeli Restaurant and Bar,Club Mini,36.0,6.2,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,Mango Lassi,55.0,8.6,Accra,N/A,Cocktails
Delibeli Restaurant and Bar,Stella Artois,60.0,7.0,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,Water,10.0,9.6,Accra,N/A,Soft Drinks
Delibeli Restaurant and Bar,Russian Salad,85.0,6.1,Accra,N/A,Salad
Delibeli Restaurant and Bar,Paneer Dry Kadai,150.0,7.9,Accra,N/A,Vegeterian Starter
Delibeli Restaurant and Bar,Paneer Tikka Kathi Roll,130.0,7.5,Accra,N/A,Chef Choice
Delibeli Restaurant and Bar,Crispy Onion Pakoda,95.0,5.4,Accra,N/A,Vegeterian Chat
Delibeli Restaurant and Bar,Prawns Hakka Noodles,210.0,8.4,Accra,N/A,Chinese Chilli Special
Delibeli Restaurant and Bar,Expresso,60.0,7.1,Accra,N/A,HI! Tea
Delibeli Restaurant and Bar,Paneer Pepper Fry,150.0,8.1,Accra,N/A,Vegeterian Starter
Delibeli Restaurant and Bar,Chilli Paneer,180.0,8.3,Accra,N/A,Chinese Chilli Special
Delibeli Restaurant and Bar,Nawabi Paneer,133.0,7.6,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Veg Jhal Farelzi,126.0,6.7,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Tawa paneer Masala,126.0,7.2,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Aloo Jeera,125.0,5.3,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Mix Veg Korma,130.0,7.4,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Aloo Gobi,127.0,6.2,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Achari Paneer Masala,126.0,7.1,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Steamed Mutton with Veg,165.0,8.0,Accra,N/A,Mutton Special
Delibeli Restaurant and Bar,Afghani Mutton,225.0,8.6,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,Tandoori Ginger Chicken Tikka,200.0,8.3,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,Tawa Mutton Masala,165.0,7.8,Accra,N/A,Mutton Special
Delibeli Restaurant and Bar,Malabari Fish Curry,135.0,8.1,Accra,N/A,Fish Special
Delibeli Restaurant and Bar,Tandoori Mutton Boti Kebab,225.0,8.5,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,Prawns Curry,245.0,9.0,Accra,N/A,Fish Special
Delibeli Restaurant and Bar,Tandoori Hariyali Chicken Kebab,200.0,8.4,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,"Malai Paneer Tikka,Aloo Tikka",170.0,7.9,Accra,N/A,Deli Beli Mix Tandoori Platter
Delibeli Restaurant and Bar,Tandoori Chicken Tiranga,225.0,8.7,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,"Mutton Boti Kebab,Mutton Seekh Kebab,Mutton Gola Kebab",330.0,9.1,Accra,N/A,Deli Beli Mix Tandoori Platter
Delibeli Restaurant and Bar,Banana Stick,70.0,6.3,Accra,N/A,Cocktails
Delibeli Restaurant and Bar,Egg Parantha,62.0,6.0,Accra,N/A,Tandoori ( Naan)
Delibeli Restaurant and Bar,Star Big,40.0,5.5,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,Chilli Garlic Butter Naan,42.0,7.0,Accra,N/A,Tandoori ( Naan)
Delibeli Restaurant and Bar,Diet Coke,45.0,6.5,Accra,N/A,Soft Drinks
Delibeli Restaurant and Bar,7UP,39.0,6.7,Accra,N/A,Soft Drinks
Delibeli Restaurant and Bar,Fruit Salad,95.0,7.4,Accra,N/A,Salad
Delibeli Restaurant and Bar,Chana CHAT,95.0,5.2,Accra,N/A,Vegeterian Chat
Delibeli Restaurant and Bar,Steamed Egg Salad,75.0,6.0,Accra,N/A,Salad
Delibeli Restaurant and Bar,Lamb Kathi Roll,150.0,7.9,Accra,N/A,Chef Choice
Delibeli Restaurant and Bar,Paneer Butter Pepper Fry,150.0,8.2,Accra,N/A,Vegeterian Starter
Delibeli Restaurant and Bar,Aloo Dum,128.0,6.6,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,CHILLLI CHCKEN LOLLIPOP (8)Piece,200.0,7.5,Accra,N/A,Chinese Chilli Special
Delibeli Restaurant and Bar,Tandoori Chicken Thigh,200.0,8.3,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,Chilly Veg Manchurian,160.0,6.4,Accra,N/A,Chinese Chilli Special
Delibeli Restaurant and Bar,Malai Paneer,126.0,7.0,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Mutton Burra Kebab,225.0,8.4,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,Mysore Masala Dosa,120.0,7.8,Accra,N/A,South Indian
Delibeli Restaurant and Bar,Tawa Tilapia Masala,146.0,8.0,Accra,N/A,Fish Special
Delibeli Restaurant and Bar,Prawns Masala,245.0,8.7,Accra,N/A,Fish Special
Delibeli Restaurant and Bar,Rava Veg Uttpam,118.0,7.1,Accra,N/A,South Indian
Delibeli Restaurant and Bar,Egg Dosa,118.0,6.5,Accra,N/A,South Indian
Delibeli Restaurant and Bar,Prawns Fried Rice,220.0,8.3,Accra,N/A,Deli Beli Special Fried Rice
Delibeli Restaurant and Bar,Sweet & Sour Fish Soup,95.0,6.7,Accra,N/A,Chef Special Soup
Delibeli Restaurant and Bar,Masala Dosa,125.0,7.4,Accra,N/A,South Indian
Delibeli Restaurant and Bar,Tandoori Butter Roti,34.0,5.4,Accra,N/A,Tandoori ( Naan)
Delibeli Restaurant and Bar,Paneer Parantha,62.0,6.6,Accra,N/A,Tandoori ( Naan)
Delibeli Restaurant and Bar,Mix Fruit Juice,70.0,7.5,Accra,N/A,Cocktails
Delibeli Restaurant and Bar,Mango Juice,55.0,7.7,Accra,N/A,Cocktails
Delibeli Restaurant and Bar,Rabri with Gulab Jamun,95.0,8.8,Accra,N/A,Desserts
Delibeli Restaurant and Bar,orange fruit,45.0,6.0,Accra,N/A,Soft Drinks
Delibeli Restaurant and Bar,Mutton Seekh Kebab Roll,145.0,7.8,Accra,N/A,Chef Choice
Delibeli Restaurant and Bar,Aloo Matar,125.0,6.1,Accra,N/A,Vegeterian Main Course
Delibeli Restaurant and Bar,Chilli Fish,190.0,8.3,Accra,N/A,Chinese Chilli Special
Delibeli Restaurant and Bar,Kali Mirch Mutton,165.0,8.2,Accra,N/A,Mutton Special
Delibeli Restaurant and Bar,Mutton Seekh Kebab,225.0,8.5,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,Tandoori Chicken Wings(10)piece,240.0,8.4,Accra,N/A,Non Vegeterian Starter
Delibeli Restaurant and Bar,Chivas Regal 60ML,60.0,8.6,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,Mutton Masala,165.0,7.9,Accra,N/A,Mutton Special
Delibeli Restaurant and Bar,Tawa King Fish Masala,135.0,7.7,Accra,N/A,Fish Special
Delibeli Restaurant and Bar,Hyderabadi Mutton Curry,165.0,8.4,Accra,N/A,Mutton Special
Delibeli Restaurant and Bar,Pineapple Juice,55.0,7.6,Accra,N/A,Cocktails
Delibeli Restaurant and Bar,Plain Dosa,100.0,6.9,Accra,N/A,South Indian
Delibeli Restaurant and Bar,Sweet & Sour Ginger Garlic Chicken Soup,95.0,7.1,Accra,N/A,Chef Special Soup
Delibeli Restaurant and Bar,Elachi Coffee,60.0,7.3,Accra,N/A,HI! Tea
Delibeli Restaurant and Bar,Malt,40.0,6.8,Accra,N/A,Soft Drinks
Delibeli Restaurant and Bar,Coconut Fish Korma,135.0,8.2,Accra,N/A,Fish Special
Delibeli Restaurant and Bar,Prawns Korma,245.0,8.9,Accra,N/A,Fish Special
Delibeli Restaurant and Bar,Malpua,99.0,6.7,Accra,N/A,Weekend Menu
Delibeli Restaurant and Bar,Veg Fried Rice,150.0,7.0,Accra,N/A,Deli Beli Special Fried Rice
Delibeli Restaurant and Bar,Gobhi Parantha,62.0,6.0,Accra,N/A,Tandoori ( Naan)
Delibeli Restaurant and Bar,Aloo Parantha,62.0,6.2,Accra,N/A,Tandoori ( Naan)
Delibeli Restaurant and Bar,Pav Bhaji & Drink,117.0,6.4,Accra,N/A,Weekend Menu
Delibeli Restaurant and Bar,Tequila 60ML,40.0,7.9,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,Sweet Corn Soup,85.0,6.8,Accra,N/A,Chef Special Soup
Delibeli Restaurant and Bar,Steamed Chicken Salad,90.0,7.2,Accra,N/A,Salad
Delibeli Restaurant and Bar,Red Label 60ML,50.0,8.1,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,White Wine,325.0,8.5,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,Kesar Rabri,85.0,8.4,Accra,N/A,Desserts
Delibeli Restaurant and Bar,Indian Masala Tea,25.0,7.3,Accra,N/A,HI! Tea
Delibeli Restaurant and Bar,Club Big,45.0,6.9,Accra,N/A,Alcoholic
Delibeli Restaurant and Bar,Side Salad,45.0,5.8,Accra,N/A,Salad
