restaurant,food,price,taste,location,portion_size,dish_category
Munchy’s Ring Road,Chicken Cheese,108.0,7.7,Accra,N/A,Shawarmas
Munchy’s Ring Road,Chicken Cheese Burger,102.0,8.0,Accra,N/A,Burgers
Munchy’s Ring Road,Beef on Bacon Burger,102.0,8.2,Accra,N/A,Burgers
Munchy’s Ring Road,Munchy's Favorite Milkshake,84.0,7.1,Accra,N/A,Milkshakes
Munchy’s Ring Road,Farmhouse Shawarma,108.0,8.4,Accra,N/A,Shawarmas
Munchy’s Ring Road,Sweet in the Middle Sandwich,96.0,7.0,Accra,N/A,Sandwiches
Munchy’s Ring Road,Mangopine Smoothie,54.0,6.9,Accra,N/A,Smoothies
Munchy’s Ring Road,Tuna Salad,96.0,6.8,Accra,N/A,Salads
Munchy’s Ring Road,Quarter Pounder Burger,102.0,7.6,Accra,N/A,Burgers
Asanka Restaurant,Spicy Potatoes,95.0,5.7,Accra,N/A,Starters
Asanka Restaurant,Fries and shrimps,155.0,8.1,Accra,N/A,Fries
Asanka Restaurant,Gizzard and sausage Jollof,115.0,6.6,Accra,N/A,Rice / Jollof
Asanka Restaurant,Chilli Chicken Dry,85.0,5.3,Accra,N/A,Starters
Asanka Restaurant,Banku & Fish,115.0,7.5,Accra,N/A,Banku
Asanka Restaurant,Squid Fried Rice,155.0,7.8,Accra,N/A,Rice Menu
Asanka Restaurant,Shrimps Chilli Garlic,135.0,8.4,Accra,N/A,Starters
Asanka Restaurant,Assorted Fried Rice,125.0,6.7,Accra,N/A,Rice Menu
Asanka Restaurant,Chicken Sweet and Sour Sauce with Rice,130.0,7.6,Accra,N/A,Chicken Sauce
Asanka Restaurant,Chicken in Black Beans Sauce with Rice,130.0,6.7,Accra,N/A,Chicken Sauce
Asanka Restaurant,Fish Sweet Chilli Sauce with Rice,135.0,7.4,Accra,N/A,Fish Sauce
Asanka Restaurant,Shrimps Sweet Chilli Sauce with Rice,155.0,8.2,Accra,N/A,Shrimps Sauce
Asanka Restaurant,Rice or Jollof & Tilapia,135.0,7.7,Accra,N/A,Rice / Jollof
Asanka Restaurant,Akyeke & Squid,155.0,7.0,Accra,N/A,Akyeke
Asanka Restaurant,Squid Jollof rice,135.0,7.5,Accra,N/A,Rice / Jollof
Asanka Restaurant,Fries and squid,155.0,7.6,Accra,N/A,Fries
Asanka Restaurant,Fries and tilapia,135.0,7.2,Accra,N/A,Fries
Asanka Restaurant,Banku & Fried Squid,135.0,7.1,Accra,N/A,Banku
Asanka Restaurant,Chicken Noodles,115.0,6.3,Accra,N/A,Noodles
Asanka Restaurant,Birthday Noodles,105.0,5.9,Accra,N/A,Noodles
Asanka Restaurant,Vegetable Fried Rice,100.0,6.1,Accra,N/A,Rice Menu
Asanka Restaurant,Beef Sweet and Sour Sauce with Rice,130.0,7.1,Accra,N/A,Beef Sauce
Asanka Restaurant,Fish Curry Sauce with Rice,135.0,7.0,Accra,N/A,Fish Sauce
Asanka Restaurant,Red Red & Fried Turkey Wings,115.0,7.6,Accra,N/A,Red Red
Asanka Restaurant,Rice or Jollof & Fried Fish,115.0,6.9,Accra,N/A,Rice / Jollof
Asanka Restaurant,Tuna Sandwich,90.0,5.5,Accra,N/A,Starters
Asanka Restaurant,Chicken Spicy Chilli Sauce with Rice,130.0,7.2,Accra,N/A,Chicken Sauce
Asanka Restaurant,Shrimps Curry Sauce with Rice,155.0,8.3,Accra,N/A,Shrimps Sauce
Asanka Restaurant,Squid Curry Sauce with Rice,155.0,7.9,Accra,N/A,Squid Sauce
Asanka Restaurant,Squid Green Pepper Sauce with Rice,155.0,7.4,Accra,N/A,Squid Sauce
Asanka Restaurant,Ampesi & Tilapia Palava Sauce,155.0,8.0,Accra,N/A,Ampesi
Asanka Restaurant,Red Red & Fried Chicken,105.0,6.8,Accra,N/A,Red Red
Asanka Restaurant,Egg Fried Rice,100.0,5.7,Accra,N/A,Rice Menu
Asanka Restaurant,Banku & Turkey Wings,115.0,7.3,Accra,N/A,Banku
Asanka Restaurant,Squid in Black Beans Sauce with Rice,155.0,6.5,Accra,N/A,Squid Sauce
Asanka Restaurant,Shrimps Jollof rice,135.0,7.7,Accra,N/A,Rice / Jollof
Asanka Restaurant,Banku & Chicken,105.0,6.3,Accra,N/A,Banku
Asanka Restaurant,Red Red & Fried Fish,115.0,7.0,Accra,N/A,Red Red
Asanka Restaurant,Fufu & Chicken Soup,110.0,7.8,Accra,N/A,Fufu
Asanka Restaurant,Fries and chicken,115.0,6.9,Accra,N/A,Fries
Asanka Restaurant,French Fries,85.0,5.6,Accra,N/A,Starters
Asanka Restaurant,Rice or Jollof & Turkey Wings,115.0,7.1,Accra,N/A,Rice / Jollof
Asanka Restaurant,Rice or Jollof & Chicken Wings,110.0,7.0,Accra,N/A,Rice / Jollof
Asanka Restaurant,"Veg Rice, Fries & Seafood Platter",185.0,8.6,Accra,N/A,Asanka Special
Asanka Restaurant,Banku & Tilapia,135.0,7.9,Accra,N/A,Banku
Asanka Restaurant,Chicken Fried Rice,115.0,6.2,Accra,N/A,Rice Menu
Asanka Restaurant,Yam Chips & Seafood Platter,185.0,8.4,Accra,N/A,Asanka Special
Asanka Restaurant,Chicken Curry Sauce with Rice,130.0,7.4,Accra,N/A,Chicken Sauce
Asanka Restaurant,Beef Sweet Chilli Sauce with Rice,130.0,7.3,Accra,N/A,Beef Sauce
Asanka Restaurant,Chicken Sweet Chilli Sauce with Rice,130.0,7.5,Accra,N/A,Chicken Sauce
Asanka Restaurant,Squid Spicy Chilli Sauce with Rice,155.0,8.1,Accra,N/A,Squid Sauce
Asanka Restaurant,Fish Spicy Chilli Sauce with Rice,135.0,7.2,Accra,N/A,Fish Sauce
Asanka Restaurant,Beef and chicken jollof,125.0,7.0,Accra,N/A,Rice / Jollof
Asanka Restaurant,Fufu & Fish Light Soup,110.0,7.3,Accra,N/A,Fufu
Asanka Restaurant,Rice or Jollof & Fried Chicken,110.0,7.4,Accra,N/A,Rice / Jollof
Asanka Restaurant,Beef Chilli Sauce with Rice,130.0,7.2,Accra,N/A,Beef Sauce
Asanka Restaurant,Yam Chips & Fish or Chicken,115.0,7.5,Accra,N/A,Asanka Special
Asanka Restaurant,Chicken Chilli Sauce with Rice,130.0,7.6,Accra,N/A,Chicken Sauce
Asanka Restaurant,Squid Sweet Chilli Sauce with Rice,155.0,7.8,Accra,N/A,Squid Sauce
Asanka Restaurant,Ampesi & Turkey Wings Palava Sauce,135.0,7.1,Accra,N/A,Ampesi
Asanka Restaurant,Golden Fried Fish,135.0,7.8,Accra,N/A,Starters
Asanka Restaurant,Chilli Chicken Garlic,85.0,6.2,Accra,N/A,Starters
Asanka Restaurant,French Fries & Seafood Platter,185.0,8.7,Accra,N/A,Asanka Special
Asanka Restaurant,Beef Noodles,115.0,6.5,Accra,N/A,Noodles
Asanka Restaurant,Gizzard and sausage fried rice,110.0,6.8,Accra,N/A,Rice Menu
Asanka Restaurant,Fufu & Cow Light Soup,110.0,7.0,Accra,N/A,Fufu
Asanka Restaurant,Akyeke & Fried Fish,135.0,7.5,Accra,N/A,Akyeke
Asanka Restaurant,Beef Spicy Chilli Sauce with Rice,130.0,7.2,Accra,N/A,Beef Sauce
Asanka Restaurant,Yam Chips & Tilapia,135.0,8.1,Accra,N/A,Asanka Special
Asanka Restaurant,Goat Jollof rice,115.0,7.1,Accra,N/A,Rice Menu
Asanka Restaurant,Shrimps Fried Rice,155.0,8.4,Accra,N/A,Rice Menu
Asanka Restaurant,Fufu & Goat Soup,110.0,8.0,Accra,N/A,Fufu
Asanka Restaurant,Beef Curry Sauce with Rice,130.0,7.5,Accra,N/A,Beef Sauce
Asanka Restaurant,Akyeke & Tilapia,155.0,8.2,Accra,N/A,Akyeke
Asanka Restaurant,Crispy Fried Squid,135.0,8.0,Accra,N/A,Starters
Asanka Restaurant,Chicken Wings,85.0,6.2,Accra,N/A,Starters
Asanka Restaurant,Fish Fried Rice,115.0,7.3,Accra,N/A,Rice Menu
Asanka Restaurant,Seafood Fried Rice,185.0,8.5,Accra,N/A,Rice Menu
Asanka Restaurant,Fried Rice with Chicken Wings,115.0,7.4,Accra,N/A,Rice Menu
Asanka Restaurant,Fish in Black Beans Sauce with Rice,135.0,7.7,Accra,N/A,Fish Sauce
Asanka Restaurant,Shrimps Spicy Chilli Sauce with Rice,155.0,8.4,Accra,N/A,Shrimps Sauce
Asanka Restaurant,Shrimps Chilli Sauce with Rice,155.0,8.0,Accra,N/A,Shrimps Sauce
Asanka Restaurant,Fries and tilapia,135.0,7.4,Accra,N/A,Fries
Asanka Restaurant,Squid Noodles,135.0,7.5,Accra,N/A,Noodles
Asanka Restaurant,Seafood Noodles,185.0,8.3,Accra,N/A,Noodles
Asanka Restaurant,Vegetable Noodles,95.0,6.2,Accra,N/A,Noodles
Asanka Restaurant,Asanka Special Fried Rice,115.0,7.0,Accra,N/A,Rice Menu
Asanka Restaurant,Shrimps Sweet and Sour Sauce with Rice,155.0,8.6,Accra,N/A,Shrimps Sauce
Asanka Restaurant,Chicken in Curry Fried Rice,110.0,6.4,Accra,N/A,Rice Menu
Asanka Restaurant,Squid Chilli Sauce with Rice,155.0,8.2,Accra,N/A,Squid Sauce
Asanka Restaurant,Beef Green Pepper Sauce with Rice,130.0,7.4,Accra,N/A,Beef Sauce
Asanka Restaurant,Goat jollof rice,125.0,7.6,Accra,N/A,Rice / Jollof
Asanka Restaurant,Fish Green Pepper Sauce with Rice,135.0,7.2,Accra,N/A,Fish Sauce
Asanka Restaurant,Shrimps Noodles,135.0,7.8,Accra,N/A,Noodles
Asanka Restaurant,Red Red & Tilapia,135.0,7.9,Accra,N/A,Red Red
Asanka Restaurant,Ampesi & Fried Fish Palava Sauce,125.0,7.5,Accra,N/A,Ampesi
Asanka Restaurant,Assorted Noodles,125.0,6.3,Accra,N/A,Noodles
Asanka Restaurant,Rice or Jollof & Chicken Soup,110.0,7.2,Accra,N/A,Rice / Jollof
Asanka Restaurant,Golden Fried Shrimps,135.0,8.7,Accra,N/A,Starters
Asanka Restaurant,Akyeke & Seafood Platter,185.0,8.9,Accra,N/A,Asanka Special
Asanka Restaurant,Club Sandwich,90.0,6.0,Accra,N/A,Starters
Asanka Restaurant,Beef in Black Beans Sauce with Rice,130.0,7.1,Accra,N/A,Beef Sauce
Asanka Restaurant,Chicken Green Pepper Sauce with Rice,130.0,7.3,Accra,N/A,Chicken Sauce
Asanka Restaurant,Rice or Jollof & Spicy Squid,135.0,8.4,Accra,N/A,Rice / Jollof
Asanka Restaurant,Banku & Chicken Wings,110.0,7.0,Accra,N/A,Banku
Asanka Restaurant,Fried Rice with Chicken,110.0,6.5,Accra,N/A,Rice Menu
Asanka Restaurant,Beef Fried Rice,115.0,7.0,Accra,N/A,Rice Menu
Asanka Restaurant,Fish Sweet and Sour Sauce with Rice,135.0,7.6,Accra,N/A,Fish Sauce
The Gold Coast Restaurant,Akonfem half,170.0,7.9,Accra,N/A,Light Bites and Appetizers
The Gold Coast Restaurant,Waakye premium with Beef or Fish Stew and plantain,120.0,7.3,Accra,N/A,Special Waakye
The Gold Coast Restaurant,Steamed veg,100.0,5.5,Accra,N/A,Starters
The Gold Coast Restaurant,Shreddered beef sauce,190.0,6.7,Accra,N/A,SAUCES
The Gold Coast Restaurant,Tilapia a La Abidjan,170.0,8.2,Accra,N/A,SEAFOOD
The Gold Coast Restaurant,GC Special Rice,200.0,8.6,Accra,N/A,GC Specials
The Gold Coast Restaurant,Chicken light soup,126.0,7.2,Accra,N/A,Locals
The Gold Coast Restaurant,Original Chef’s Special - Chicken Grill,180.0,8.0,Accra,N/A,Chicken Grills
The Gold Coast Restaurant,Waakye,44.0,5.8,Accra,N/A,Sides
The Gold Coast Restaurant,GC Mini Butcher’s Platter,650.0,9.0,Accra,N/A,Meat Platters
The Gold Coast Restaurant,GC Mini Seafood Platter,700.0,9.1,Accra,N/A,Seafood Platters
The Gold Coast Restaurant,Nkatse,150.0,6.3,Accra,N/A,Locals
The Gold Coast Restaurant,Chicken Wings,180.0,7.7,Accra,N/A,Chicken Grills
The Gold Coast Restaurant,Jerk pork,150.0,7.1,Accra,N/A,Light Bites and Appetizers
The Gold Coast Restaurant,Vegetable Rice,65.0,5.4,Accra,N/A,Sides
The Gold Coast Restaurant,Chicken salad,150.0,6.9,Accra,N/A,Starters
The Gold Coast Restaurant,King Prawn Special,300.0,8.9,Accra,N/A,SEAFOOD
The Gold Coast Restaurant,Okro stew/soup,100.0,6.8,Accra,N/A,Locals
The Gold Coast Restaurant,Mixed Green Salad,130.0,6.0,Accra,N/A,Starters
The Gold Coast Restaurant,Plain Rice,50.0,5.2,Accra,N/A,Sides
The Gold Coast Restaurant,Original Chef’s Special - Appetizers,125.0,7.0,Accra,N/A,Light Bites and Appetizers
The Gold Coast Restaurant,Grilled Chicken Wings,140.0,7.5,Accra,N/A,Light Bites and Appetizers
The Gold Coast Restaurant,Red Red,95.0,6.7,Accra,N/A,Locals
The Gold Coast Restaurant,Yam Fries,65.0,5.6,Accra,N/A,Sides
The Gold Coast Restaurant,Potato Fries,50.0,4.8,Accra,N/A,Sides
The Gold Coast Restaurant,Dry fish soup,150.0,7.1,Accra,N/A,Locals
The Gold Coast Restaurant,Kelewele,85.0,6.6,Accra,N/A,Light Bites and Appetizers
The Gold Coast Restaurant,Atseke,58.0,5.9,Accra,N/A,Sides
The Gold Coast Restaurant,Aponkyi Nkakra,150.0,7.2,Accra,N/A,Locals
The Gold Coast Restaurant,Abe,150.0,6.8,Accra,N/A,Locals
The Gold Coast Restaurant,Plantain / Aloko,65.0,5.5,Accra,N/A,Sides
The Gold Coast Restaurant,Palava sauce,150.0,7.0,Accra,N/A,Locals
The Gold Coast Restaurant,Yam Balls,65.0,5.7,Accra,N/A,Sides
The Gold Coast Restaurant,Banku,15.0,4.4,Accra,N/A,Sides
The Gold Coast Restaurant,Fufu,20.0,5.5,Accra,N/A,Sides
The Gold Coast Restaurant,Omotuo,20.0,5.6,Accra,N/A,Sides
The Gold Coast Restaurant,Boiled Yam,35.0,5.9,Accra,N/A,Sides
The Gold Coast Restaurant,Copy of Waakye premium with Beef or Fish Stew,80.0,6.0,Accra,N/A,Special Waakye
The Gold Coast Restaurant,Chef's special stir-fry noodles,200.0,8.2,Accra,N/A,GC Specials
The Gold Coast Restaurant,Jollof Rice,65.0,6.5,Accra,N/A,Sides
The Gold Coast Restaurant,Akonfem full,300.0,8.4,Accra,N/A,Light Bites and Appetizers
The Gold Coast Restaurant,Spicy fried calamari,200.0,8.0,Accra,N/A,Starters
The Gold Coast Restaurant,Tilapia light soup,150.0,7.8,Accra,N/A,Locals
The Gold Coast Restaurant,Jerk pork,200.0,7.5,Accra,N/A,Chicken Grills
The Gold Coast Restaurant,Jerk Pork,150.0,7.1,Accra,N/A,Pork Grills
The Gold Coast Restaurant,GC Butcher’s Platter,800.0,9.2,Accra,N/A,Meat Platters
The Gold Coast Restaurant,Shredded chicken sauce,180.0,6.9,Accra,N/A,SAUCES
The Gold Coast Restaurant,GC Seafood Platter,900.0,9.3,Accra,N/A,Seafood Platters
The Gold Coast Restaurant,Cassava Cassava,150.0,7.0,Accra,N/A,SEAFOOD
Wonder Wings,Family Pack,768.0,9.0,Accra,N/A,Lifestyle Packages
Wonder Wings,Group Pack,480.0,8.7,Accra,N/A,Lifestyle Packages
Wonder Wings,Crew Pack,288.0,8.4,Accra,N/A,Lifestyle Packages
Wonder Wings,Party Pack,960.0,9.2,Accra,N/A,Lifestyle Packages
Ninano Restaurant Osu,Cheese Kimbap (10pcs),115.0,7.2,Accra,N/A,Kimbap
Ninano Restaurant Osu,Bibim Naengmyum,180.0,7.7,Accra,N/A,Noodles
Ninano Restaurant Osu,Water,10.0,9.4,Accra,N/A,Drinks
Ninano Restaurant Osu,Seafood Pajeon,150.0,7.5,Accra,N/A,Appetizer
Ninano Restaurant Osu,Grilled Mackerel,175.0,8.2,Accra,N/A,Main Meals
Ninano Restaurant Osu,Soya Garlic Fried Rice,80.0,6.5,Accra,N/A,Sides
Ninano Restaurant Osu,Japachae Meal,210.0,7.8,Accra,N/A,Noodles
Ninano Restaurant Osu,Bibimbap,175.0,8.0,Accra,N/A,Main Meals
Ninano Restaurant Osu,Fanta 0.5L,18.0,6.5,Accra,N/A,Drinks
Ninano Restaurant Osu,Tuna Kimbap (10pcs),115.0,7.1,Accra,N/A,Kimbap
Ninano Restaurant Osu,Jjajangmyeon,155.0,7.4,Accra,N/A,Noodles
Ninano Restaurant Osu,Chung-mu Kimbap (10pcs),190.0,7.6,Accra,N/A,Kimbap
Ninano Restaurant Osu,Sprite 0.5L,18.0,6.2,Accra,N/A,Drinks
Ninano Restaurant Osu,Kimchi Fried Rice,115.0,7.3,Accra,N/A,Main Meals
Ninano Restaurant Osu,Spicy stir fried squid,215.0,8.1,Accra,N/A,Main Meals
Ninano Restaurant Osu,Coke 0.5L,18.0,6.7,Accra,N/A,Drinks
Ninano Restaurant Osu,Spicy Pork Bulgogi,190.0,8.4,Accra,N/A,Main Meals
Ninano Restaurant Osu,Heineken,50.0,7.0,Accra,N/A,Drinks
Ninano Restaurant Osu,Bulgogi,190.0,8.5,Accra,N/A,Main Meals
Ninano Restaurant Osu,Bulgogi Bibimbap,200.0,8.8,Accra,N/A,Main Meals
Ninano Restaurant Osu,Squid Bibimbap,215.0,8.3,Accra,N/A,Main Meals
Ninano Restaurant Osu,Teriyaki Chicken Meal,230.0,8.6,Accra,N/A,Main Meals
Ninano Restaurant Osu,Spicy Stir Fried Squid Meal,240.0,8.2,Accra,N/A,Main Meals
Ninano Restaurant Osu,Pork Belly,195.0,8.0,Accra,N/A,Main Meals
Ninano Restaurant Osu,Spicy Pork Bulgogi Meal,215.0,8.4,Accra,N/A,Main Meals
Ninano Restaurant Osu,Bulgogi Meal,215.0,8.2,Accra,N/A,Main Meals
Ninano Restaurant Osu,Pork Ribs,300.0,8.9,Accra,N/A,Main Meals
Ninano Restaurant Osu,Galbi Jjim Meal,240.0,8.3,Accra,N/A,Main Meals
Ninano Restaurant Osu,Japachae,185.0,7.6,Accra,N/A,Noodles
Ninano Restaurant Osu,Kimchi Jeon,150.0,6.9,Accra,N/A,Appetizer
Ninano Restaurant Osu,Soju,140.0,8.2,Accra,N/A,Drinks
Ninano Restaurant Osu,Teriyaki Chicken,170.0,7.8,Accra,N/A,Main Meals
Ninano Restaurant Osu,Korean Plain Rice,35.0,5.0,Accra,N/A,Sides
Ninano Restaurant Osu,Bulgogi Kimbap (10pcs),115.0,7.0,Accra,N/A,Kimbap
Yah Restaurant,Waffle,104.0,6.9,Accra,N/A,Waffle
Yah Restaurant,Scoop of Ice Cream (1),46.0,6.0,Accra,N/A,Ice Cream
Yah Restaurant,Pancake,104.0,7.1,Accra,N/A,Pancake
Yah Restaurant,Vanilla Milkshake,104.0,7.5,Accra,N/A,Milkshake
Yah Restaurant,Strawberry Milkshake,104.0,7.6,Accra,N/A,Milkshake
Yah Restaurant,Full House Yoghurt,116.0,8.0,Accra,N/A,Fresh Yoghurt Creation
Yah Restaurant,Nutty Banana Smoothie,79.0,7.3,Accra,N/A,Smoothies
Yah Restaurant,Scoops of Ice Cream (2),87.0,7.0,Accra,N/A,Ice Cream
Yah Restaurant,Mango and Pineapple Smoothie,91.0,7.2,Accra,N/A,Smoothies
Yah Restaurant,Scoops of Ice Cream (3),128.0,8.0,Accra,N/A,Ice Cream
Yah Restaurant,Cheesecake Milkshake,117.0,8.2,Accra,N/A,Milkshake
Yah Restaurant,Oreo Milkshake,117.0,8.1,Accra,N/A,Milkshake
Yah Restaurant,Strawberry and Banana Smoothie,107.0,7.5,Accra,N/A,Smoothies
Yah Restaurant,Custom Milkshake,122.0,7.8,Accra,N/A,Milkshake
Yah Restaurant,Strawberry and Pineapple Smoothie,107.0,7.0,Accra,N/A,Smoothies
Yah Restaurant,Tropical Delight Smoothie,110.0,7.3,Accra,N/A,Smoothies
Yah Restaurant,Irish Cream Milkshake,148.0,8.6,Accra,N/A,Milkshake
Yah Restaurant,Mango Straweberry Smoothie,110.0,7.5,Accra,N/A,Smoothies
Yah Restaurant,Waffle with Syrup,91.0,7.2,Accra,N/A,Waffle
Yah Restaurant,Ice Kenkey Smoothie,75.0,6.4,Accra,N/A,Smoothies
Yah Restaurant,Shawarma,112.0,7.8,Accra,N/A,Shawarma
Yah Restaurant,Chunky Apple Yoghurt,91.0,7.7,Accra,N/A,Fresh Yoghurt Creation
Yah Restaurant,Salad,112.0,6.6,Accra,N/A,Salad
Yah Restaurant,Ice Cream Cone,16.0,5.5,Accra,N/A,Ice Cream
Yah Restaurant,Chocolate Milkshake,104.0,7.4,Accra,N/A,Milkshake
Yah Restaurant,Pancake with Syrup,91.0,7.0,Accra,N/A,Pancake
Yah Restaurant,Fula Smoothie,75.0,6.7,Accra,N/A,Smoothies
Yah Restaurant,Tropical Crunch Yoghurt,107.0,8.0,Accra,N/A,Fresh Yoghurt Creation
Pinocchio Osu,Four Season Pizza,160.0,8.3,Accra,N/A,Pizza
Pinocchio Osu,Linguini Cardonara,210.0,7.8,Accra,N/A,Pasta
Pinocchio Osu,Double Espresso,60.0,7.0,Accra,N/A,Coffee
Pinocchio Osu,Filetto alla Griglia (Grilled Imported Steak),300.0,8.7,Accra,N/A,Fish and Meat
Pinocchio Osu,Mediterranean Salad,110.0,6.5,Accra,N/A,Salads
Pinocchio Osu,Baked Potatoes,60.0,5.4,Accra,N/A,Side Dishes
Pinocchio Osu,The Greek Pizza,140.0,7.9,Accra,N/A,Pizza
Pinocchio Osu,Salad,60.0,5.7,Accra,N/A,Side Dishes
Pinocchio Osu,Cafe Latte,60.0,7.2,Accra,N/A,Coffee
Pinocchio Osu,Rigatoni alla Bolognese,150.0,7.6,Accra,N/A,Pasta
Pinocchio Osu,Petto di Pollo alla Griglia (Grilled Chicken Breast),160.0,8.2,Accra,N/A,Fish and Meat
Pinocchio Osu,Avocado Lobster and Prawns,300.0,8.9,Accra,N/A,Salads
Pinocchio Osu,Chicken Caesar Salad,140.0,7.3,Accra,N/A,Salads
Pinocchio Osu,French Fries,50.0,5.0,Accra,N/A,Side Dishes
Pinocchio Osu,Calamari Fritti o Grigliati,210.0,8.1,Accra,N/A,Appetizers
Pinocchio Osu,Lasagna,165.0,8.4,Accra,N/A,Pasta
Pinocchio Osu,Dal Mare Pizza,330.0,8.8,Accra,N/A,Pizza
Pinocchio Osu,Chicken Delight Pizza,185.0,7.7,Accra,N/A,Pizza
Pinocchio Osu,Mozzarella Sticks,100.0,6.9,Accra,N/A,Appetizers
Pinocchio Osu,Spaghetti all Aragosta,280.0,8.6,Accra,N/A,Pasta
Pinocchio Osu,Grigliata di Mare (Mixed Seafood Platter),470.0,9.2,Accra,N/A,Fish and Meat
Pinocchio Osu,Octopus Salad,160.0,7.8,Accra,N/A,Salads
Pinocchio Osu,Cappucino,60.0,7.4,Accra,N/A,Coffee
Pinocchio Osu,Napoletana Pizza,260.0,8.3,Accra,N/A,Pizza
Pinocchio Osu,Grissini,30.0,5.2,Accra,N/A,Appetizers
Pinocchio Osu,Gnocchi al Pomodoro,120.0,6.6,Accra,N/A,Pasta
Pinocchio Osu,Pesto Pasta,120.0,7.0,Accra,N/A,Pasta
Pinocchio Osu,Spicy Diavola Pizza,135.0,7.9,Accra,N/A,Pizza
Pinocchio Osu,Fritto Misto (Mixed Fried Seafood),400.0,9.0,Accra,N/A,Fish and Meat
Pinocchio Osu,Four Cheese Pizza,190.0,8.2,Accra,N/A,Pizza
Pinocchio Osu,Pasta dal Mare,350.0,8.7,Accra,N/A,Pasta
Pinocchio Osu,Hawaiiana Pizza,175.0,7.3,Accra,N/A,Pizza
Pinocchio Osu,Croissant,30.0,6.8,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,Penne Brandy and Shrimps,195.0,8.5,Accra,N/A,Pasta
Pinocchio Osu,Penne Arabiata,100.0,6.2,Accra,N/A,Pasta
Pinocchio Osu,Pepperoni Pizza,135.0,7.6,Accra,N/A,Pizza
Pinocchio Osu,Cookie,30.0,5.9,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,Regina Pizza,160.0,8.0,Accra,N/A,Pizza
Pinocchio Osu,Vegetarian Pizza,150.0,7.0,Accra,N/A,Pizza
Pinocchio Osu,Kebab Pizza,250.0,8.5,Accra,N/A,Pizza
Pinocchio Osu,Calzone Classic Pizza,180.0,7.7,Accra,N/A,Pizza
Pinocchio Osu,Marble Cake,50.0,6.9,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,Capricciosa Pizza,160.0,7.5,Accra,N/A,Pizza
Pinocchio Osu,Brownie,50.0,7.2,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,Tonno Pizza,180.0,8.0,Accra,N/A,Pizza
Pinocchio Osu,Tiramisu,90.0,8.3,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,Avocado Pesto Pizza,130.0,7.6,Accra,N/A,Pizza
Pinocchio Osu,Gelato 1 Scoop,35.0,6.7,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,Giant Pepperoni Pizza,260.0,8.8,Accra,N/A,Pizza
Pinocchio Osu,Giant Mix Pizza,450.0,9.1,Accra,N/A,Pizza
Pinocchio Osu,Bambino Marghettia,80.0,5.8,Accra,N/A,Pizza
Pinocchio Osu,Bambino Pepperoni Pizza,100.0,6.6,Accra,N/A,Pizza
Pinocchio Osu,Bufala Pizza,180.0,8.3,Accra,N/A,Pizza
Pinocchio Osu,Giant Margherita Pizza,200.0,8.4,Accra,N/A,Pizza
Pinocchio Osu,Crudo e Recula Pizza,220.0,7.9,Accra,N/A,Pizza
Pinocchio Osu,Campagna Pizza,210.0,8.1,Accra,N/A,Pizza
Pinocchio Osu,Marinara Pizza,80.0,5.4,Accra,N/A,Pizza
Pinocchio Osu,Margherita Pizza,100.0,7.0,Accra,N/A,Pizza
Pinocchio Osu,Gratin Potatoes,80.0,6.1,Accra,N/A,Side Dishes
Pinocchio Osu,Espresso,30.0,7.2,Accra,N/A,Coffee
Pinocchio Osu,Tropical Salad,140.0,7.5,Accra,N/A,Salads
Pinocchio Osu,Casareccio Pizza,100.0,7.1,Accra,N/A,Pizza
Pinocchio Osu,Bruschetta Mix,100.0,7.3,Accra,N/A,Appetizers
Pinocchio Osu,Spaghetti la Piazza,170.0,7.7,Accra,N/A,Pasta
Pinocchio Osu,Ginger Pineapple,35.0,6.6,Accra,N/A,Fresh Juice
Pinocchio Osu,Gelato 4Scoop,140.0,8.0,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,TONNO PANINI,180.0,7.8,Accra,N/A,Panini Sandwich
Pinocchio Osu,MELTY STEAK,260.0,8.6,Accra,N/A,Panini Sandwich
Pinocchio Osu,Jack Daniels gls,110.0,8.3,Accra,N/A,Whisky
Pinocchio Osu,Cotoletta alla Milanese (Chicken Milanese),200.0,8.2,Accra,N/A,Fish and Meat
Pinocchio Osu,House Wine (Long Mountain),220.0,8.0,Accra,N/A,Red Wine
Pinocchio Osu,Veuve Cliquot btl,1800.0,9.2,Accra,N/A,Champagne
Pinocchio Osu,Olmeca Gold,80.0,7.5,Accra,N/A,Tequila
Pinocchio Osu,Coke Light,50.0,5.8,Accra,N/A,Soft Drinks
Pinocchio Osu,Pinocchio Pizza,160.0,8.2,Accra,N/A,Pizza
Pinocchio Osu,Gelato  2Scoop,70.0,7.0,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,Long Mountain Pinotage,220.0,8.3,Accra,N/A,Red Wine
Pinocchio Osu,Still Water,20.0,9.4,Accra,N/A,Water
Pinocchio Osu,Giacondi Cabernet Sauvignon,240.0,8.1,Accra,N/A,Red Wine
